5.45, 515.886, 272.322, 272.322
5.46, 518.614, 273.304, 273.304
5.47, 521.352, 274.288, 274.288
5.48, 524.1, 275.274, 275.274
5.49, 526.857, 276.261, 276.261
5.5, 529.625, 277.25, 277.25
5.51, 532.402, 278.241, 278.241
5.52, 535.19, 279.234, 279.234
5.53, 537.987, 280.228, 280.228
5.54, 540.794, 281.224, 281.224
5.55, 543.612, 282.222, 282.222
5.56, 546.439, 283.222, 283.222
5.57, 549.276, 284.224, 284.224
5.58, 552.123, 285.228, 285.228
5.59, 554.981, 286.233, 286.233
5.6, 557.848, 287.24, 287.24
5.61, 560.725, 288.249, 288.249
5.62, 563.613, 289.26, 289.26
5.63, 566.511, 290.272, 290.272
5.64, 569.418, 291.286, 291.286
5.65, 572.336, 292.302, 292.302
5.66, 575.264, 293.32, 293.32
5.67, 578.203, 294.34, 294.34
5.68, 581.151, 295.362, 295.362
5.69, 584.11, 296.385, 296.385
5.7, 587.079, 297.41, 297.41
5.71, 590.058, 298.437, 298.437
5.72, 593.048, 299.466, 299.466
5.73, 596.048, 300.496, 300.496
5.74, 599.058, 301.528, 301.528
5.75, 602.078, 302.562, 302.562
5.76, 605.109, 303.598, 303.598
5.77, 608.15, 304.636, 304.636
5.78, 611.202, 305.676, 305.676
5.79, 614.264, 306.717, 306.717
5.8, 617.336, 307.76, 307.76
5.81, 620.419, 308.805, 308.805
5.82, 623.512, 309.852, 309.852
5.83, 626.616, 310.9, 310.9
5.84, 629.73, 311.95, 311.95
5.85, 632.855, 313.002, 313.002
5.86, 635.99, 314.056, 314.056
5.87, 639.136, 315.112, 315.112
5.88, 642.292, 316.17, 316.17
5.89, 645.459, 317.229, 317.229
5.9, 648.637, 318.29, 318.29
5.91, 651.825, 319.353, 319.353
5.92, 655.024, 320.418, 320.418
5.93, 658.234, 321.484, 321.484
5.94, 661.454, 322.552, 322.552
5.95, 664.685, 323.622, 323.622
5.96, 667.926, 324.694, 324.694
5.97, 671.179, 325.768, 325.768
5.98, 674.442, 326.844, 326.844
5.99, 677.715, 327.921, 327.921
6, 681, 329, 329
6.01, 684.295, 330.081, 330.081
6.02, 687.602, 331.164, 331.164
6.03, 690.919, 332.248, 332.248
6.04, 694.247, 333.334, 333.334
6.05, 697.585, 334.422, 334.422
6.06, 700.935, 335.512, 335.512
6.07, 704.296, 336.604, 336.604
6.08, 707.667, 337.698, 337.698
6.09, 711.05, 338.793, 338.793
6.1, 714.443, 339.89, 339.89
6.11, 717.847, 340.989, 340.989
6.12, 721.263, 342.09, 342.09
